model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,368,semantic,49.3688,0.0,0.0,0,1,1,2,14,25,102760448,327680000,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,369,semantic,58.8207,0.0,0.0,0,1,1,139,392,352,80564191232,64961380352,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,370,multi-hop,86.2602,0.0,40.8717,0,1,0,122,378,378,74912366592,74912366592,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,371,semantic,48.2499,0.0,58.0111,0,1,0,126,382,382,76506202112,76506202112,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,372,multi-hop,52.9335,0.0,0.0,0,1,1,63,319,319,53352071168,53352071168,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,373,multi-hop,80.7175,0.0,34.9135,0,1,0,111,363,367,69084905472,70615826432,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,374,structural,95.3013,60.6822,0.0,0,0,1,93,349,349,63858802688,63858802688,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,375,structural,51.9456,0.0,0.0,0,1,1,81,337,337,59542863872,59542863872,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,376,multi-hop,36.4637,34.6633,0.0,0,0,1,129,385,385,77712588800,77712588800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,377,structural,43.2153,30.4591,57.5412,0,0,0,124,380,380,75707187200,75707187200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,378,multi-hop,44.1707,55.0092,59.1379,0,0,0,95,351,351,64592805888,64592805888,7.697,0.018
