model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,517,multi-hop,52.6658,0.0,38.2475,52.2477,0,1,0,0,125,381,381,381,24972337152,24972337152,24972337152,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,518,multi-hop,36.8853,0.0,33.8417,52.5998,0,1,0,0,58,314,314,314,16961667072,16961667072,16961667072,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,519,structural,57.8392,44.3114,54.7599,0.0,0,0,0,1,101,357,357,357,21925306368,21925306368,21925306368,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,520,semantic,50.1387,0.0,20.4103,24.2285,0,1,0,0,100,356,356,356,21802647552,21802647552,21802647552,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,521,structural,29.443,53.7033,33.9547,0.0,0,0,0,1,119,375,375,375,24192000000,24192000000,24192000000,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,522,multi-hop,44.4585,0.0,0.0,0.0,0,1,1,1,34,290,290,290,14467891200,14467891200,14467891200,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,523,semantic,39.0675,0.0,0.0,0.0,0,1,1,1,150,406,406,406,28357066752,28357066752,28357066752,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,524,multi-hop,43.7487,0.0,0.0,0.0,0,1,1,1,60,316,316,316,17178427392,17178427392,17178427392,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,525,semantic,47.105,0.0,0.0,0.0,0,1,1,1,108,364,364,364,22793551872,22793551872,22793551872,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,526,multi-hop,0.0,0.0,53.0769,53.5434,1,1,0,0,247,503,503,503,43525644288,43525644288,43525644288,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,527,semantic,53.4529,0.0,0.0,0.0,0,1,1,1,155,411,411,411,29059817472,29059817472,29059817472,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,528,semantic,51.3029,0.0,41.165,37.4924,0,1,0,0,88,344,344,344,20357578752,20357578752,20357578752,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
