model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,90,semantic,30.8134,0.0,0.0,0.0,0,1,1,1,101,357,357,357,37586239488,37586239488,37586239488,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,91,multi-hop,61.9224,26.4464,60.5264,0.0,0,0,0,1,110,366,366,366,39505231872,39505231872,39505231872,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,92,semantic,26.6925,0.0,27.635,60.1833,0,1,0,0,131,387,387,387,44168675328,44168675328,44168675328,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,93,semantic,0.0,0.0,0.0,0.0,1,1,1,1,85,341,341,341,34292662272,34292662272,34292662272,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,94,semantic,27.9589,0.0,0.0,0.0,0,1,1,1,2,21,19,19,130056192,106463232,106463232,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,95,semantic,29.2191,0.0,48.5911,54.256,0,1,0,0,106,362,362,362,38646448128,38646448128,38646448128,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,96,multi-hop,39.3116,0.0,0.0,0.0,0,1,1,1,110,366,366,366,39505231872,39505231872,39505231872,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,97,structural,26.7985,0.0,0.0,0.0,0,1,1,1,103,359,359,359,38008553472,38008553472,38008553472,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,98,multi-hop,62.0559,0.0,0.0,49.7606,0,1,1,0,54,310,310,310,28341043200,28341043200,28341043200,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,99,semantic,53.4672,0.0,27.5095,65.2832,0,1,0,0,24,280,280,280,23121100800,23121100800,23121100800,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,100,semantic,51.606,0.0,0.0,0.0,0,1,1,1,115,371,371,371,40591982592,40591982592,40591982592,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,101,multi-hop,49.8515,0.0,51.9973,0.0,0,1,0,1,64,320,320,320,30198988800,30198988800,30198988800,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,102,multi-hop,0.0,32.9333,0.0,56.3415,1,0,1,0,109,365,365,365,39289651200,39289651200,39289651200,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
