model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,239,structural,39.7418,51.114,0.0,0,0,1,80,336,336,59190018048,59190018048,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,240,multi-hop,37.0696,0.0,0.0,0,1,1,20,276,276,39938162688,39938162688,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,241,multi-hop,87.0014,0.0,0.0,0,1,1,107,363,363,69084905472,69084905472,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,242,multi-hop,44.0791,90.0538,75.6103,0,0,0,146,402,402,84727037952,84727037952,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,243,multi-hop,35.5665,56.8997,0.0,0,0,1,6,262,262,35989225472,35989225472,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,244,semantic,58.697,0.0,0.0,0,1,1,78,334,334,58487472128,58487472128,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,245,multi-hop,61.9875,56.5694,83.1391,0,0,0,155,411,411,88563253248,88563253248,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,246,structural,46.1805,63.3617,38.6855,0,0,0,135,391,391,80153673728,80153673728,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,247,structural,64.7013,0.0,0.0,0,1,1,13,269,269,37938003968,37938003968,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,248,semantic,78.0337,0.0,0.0,0,1,1,138,394,394,81388371968,81388371968,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,249,multi-hop,55.8027,0.0,41.5326,0,1,0,103,359,359,67570761728,67570761728,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,250,semantic,39.17,0.0,0.0,0,1,1,122,378,378,74912366592,74912366592,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,251,multi-hop,37.9121,49.4639,83.8868,0,0,0,48,304,304,48452599808,48452599808,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,252,multi-hop,0.0,0.0,54.9754,1,1,0,35,291,291,44397232128,44397232128,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,253,multi-hop,43.3987,0.0,0.0,0,1,1,113,369,369,71387578368,71387578368,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,254,multi-hop,63.364,87.1442,54.1595,0,0,0,4,260,260,35441868800,35441868800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,255,multi-hop,43.2083,48.7669,44.7739,0,0,0,122,378,378,74912366592,74912366592,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,256,multi-hop,56.0602,57.2262,0.0,0,0,1,46,302,302,47817162752,47817162752,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,257,semantic,45.09,0.0,0.0,0,1,1,79,335,335,58838220800,58838220800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,258,multi-hop,106.479,0.0,0.0,0,1,1,48,304,304,48452599808,48452599808,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,259,multi-hop,31.8204,0.0,0.0,0,1,1,2,152,149,12113149952,11639717888,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,260,structural,48.9129,77.4646,37.1418,0,0,0,12,140,78,10276044800,3189768192,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,261,semantic,41.2606,0.0,43.3972,0,1,0,12,268,268,37656461312,37656461312,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,262,multi-hop,33.0384,30.3086,94.1934,0,0,0,119,375,375,73728000000,73728000000,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,263,semantic,74.7307,0.0,0.0,0,1,1,135,391,391,80153673728,80153673728,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,264,semantic,53.3563,38.3756,71.1196,0,0,0,96,352,352,64961380352,64961380352,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,265,semantic,33.4996,0.0,0.0,0,1,1,59,315,315,52022476800,52022476800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,266,semantic,0.0,0.0,0.0,1,1,1,209,465,465,113364172800,113364172800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,267,structural,65.7984,43.0129,0.0,0,0,1,32,288,288,43486543872,43486543872,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,268,structural,36.1209,33.0395,34.8788,0,0,0,111,367,367,70615826432,70615826432,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,269,semantic,39.3481,0.0,0.0,0,1,1,64,320,320,53687091200,53687091200,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,270,multi-hop,38.6861,0.0,0.0,0,1,1,119,375,375,73728000000,73728000000,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,271,multi-hop,37.5712,0.0,37.9895,0,1,0,28,284,284,42286972928,42286972928,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,272,semantic,33.3473,0.0,0.0,0,1,1,20,276,276,39938162688,39938162688,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,273,multi-hop,69.7397,65.7374,0.0,0,0,1,22,278,278,40519073792,40519073792,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,274,multi-hop,50.2496,0.0,0.0,0,1,1,112,368,368,71001178112,71001178112,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,275,multi-hop,73.1519,0.0,35.9738,0,1,0,80,336,336,59190018048,59190018048,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,276,multi-hop,49.4456,0.0,0.0,0,1,1,36,292,292,44702892032,44702892032,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,277,structural,85.9521,47.9186,47.2135,0,0,0,25,281,281,41398304768,41398304768,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,278,multi-hop,43.6805,0.0,0.0,0,1,1,81,337,337,59542863872,59542863872,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,279,structural,55.2858,45.0493,59.3131,0,0,0,145,401,401,84306034688,84306034688,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,280,multi-hop,72.1207,48.4724,34.6138,0,0,0,57,313,313,51363971072,51363971072,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,281,semantic,36.2548,0.0,0.0,0,1,1,105,361,361,68325736448,68325736448,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,282,semantic,42.8834,0.0,0.0,0,1,1,36,292,292,44702892032,44702892032,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,283,structural,67.749,79.1879,36.4778,0,0,0,29,285,285,42585292800,42585292800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,284,multi-hop,36.1259,0.0,0.0,0,1,1,118,374,374,73335308288,73335308288,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,285,structural,86.7105,0.0,0.0,0,1,1,34,290,290,44092620800,44092620800,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,286,multi-hop,46.5142,0.0,47.9368,0,1,0,100,356,356,66446163968,66446163968,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,287,structural,59.3499,0.0,0.0,0,1,1,98,354,354,65701675008,65701675008,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,288,multi-hop,65.7337,0.0,0.0,0,1,1,115,371,371,72163524608,72163524608,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,289,multi-hop,50.5033,0.0,0.0,0,1,1,105,361,361,68325736448,68325736448,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,290,semantic,55.1299,0.0,0.0,0,1,1,105,361,361,68325736448,68325736448,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,291,multi-hop,47.0329,39.1203,35.2269,0,0,0,100,356,356,66446163968,66446163968,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,292,multi-hop,47.2658,0.0,0.0,0,1,1,20,276,276,39938162688,39938162688,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,293,multi-hop,67.8661,53.6672,78.5019,0,0,0,24,280,280,41104179200,41104179200,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,294,multi-hop,70.5081,41.8055,36.0922,0,0,0,51,307,307,49413619712,49413619712,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,295,semantic,46.8138,0.0,0.0,0,1,1,146,402,402,84727037952,84727037952,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,296,multi-hop,44.2263,64.8128,111.5135,0,0,0,124,380,380,75707187200,75707187200,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,297,multi-hop,47.247,0.0,0.0,0,1,1,78,334,334,58487472128,58487472128,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,298,structural,58.2021,44.5348,0.0,0,0,1,5,114,55,6813646848,1585971200,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,299,semantic,63.3406,0.0,0.0,0,1,1,123,379,379,75309252608,75309252608,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,300,multi-hop,34.6801,0.0,0.0,0,1,1,121,377,377,74516529152,74516529152,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,301,multi-hop,75.995,0.0,0.0,0,1,1,103,359,359,67570761728,67570761728,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,302,structural,35.1452,0.0,0.0,0,1,1,118,374,374,73335308288,73335308288,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,303,semantic,0.0,0.0,0.0,1,1,1,110,366,366,70231523328,70231523328,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,304,multi-hop,90.6969,0.0,0.0,0,1,1,50,306,306,49092231168,49092231168,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,305,multi-hop,35.4298,0.0,0.0,0,1,1,46,302,302,47817162752,47817162752,7.372,0.024
