split,m,k,policy,query_type,events,prediction_recall,candidate_coverage,mean_target_rank,median_target_rank,mean_candidate_universe,online_update_rate
test,30,6,online,multi-hop,300,0.81,0.9933333333333332,6.278523489932886,4.0,370.53333333333336,0.1833333333333333
test,30,6,online,semantic,150,0.7,0.9933333333333332,9.95973154362416,5.0,373.62666666666667,0.2933333333333333
test,30,6,online,structural,150,0.8066666666666666,0.9933333333333332,7.906040268456376,3.0,376.8466666666667,0.1866666666666666
test,30,6,semantic_only,all,600,0.685,0.9033333333333332,5.282287822878229,3.0,38.986666666666665,0.0
test,30,6,semantic_only,multi-hop,300,0.6833333333333333,0.92,5.278985507246377,3.0,38.75666666666667,0.0
test,30,6,semantic_only,semantic,150,0.8466666666666667,0.94,3.978723404255319,2.0,39.06666666666667,0.0
test,30,6,semantic_only,structural,150,0.5266666666666666,0.8333333333333334,6.76,4.0,39.36666666666667,0.0
test,30,6,structure,all,600,0.8083333333333333,0.9066666666666666,4.075367647058823,4.0,39.056666666666665,0.0
test,30,6,structure,multi-hop,300,0.8366666666666667,0.92,4.043478260869565,4.0,38.82666666666667,0.0
test,30,6,structure,semantic,150,0.88,0.94,3.879432624113475,4.0,39.16,0.0
test,30,6,structure,structural,150,0.68,0.8466666666666667,4.362204724409449,3.0,39.41333333333333,0.0
test,30,6,two_hop,all,600,0.7583333333333333,0.9933333333333332,11.666107382550337,4.0,372.885,0.0
test,30,6,two_hop,multi-hop,300,0.77,0.9933333333333332,8.822147651006711,4.0,370.53333333333336,0.0
test,30,6,two_hop,semantic,150,0.72,0.9933333333333332,10.335570469798656,5.0,373.62666666666667,0.0
test,30,6,two_hop,structural,150,0.7733333333333333,0.9933333333333332,18.684563758389263,3.0,376.8466666666667,0.0
test,30,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,30,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,30,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,30,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,30,10,offline,all,600,0.965,0.9933333333333332,6.595637583892618,4.0,372.885,0.0
test,30,10,offline,multi-hop,300,0.97,0.9933333333333332,5.89261744966443,4.0,370.53333333333336,0.0
test,30,10,offline,semantic,150,0.94,0.9933333333333332,10.060402684563758,5.0,373.62666666666667,0.0
test,30,10,offline,structural,150,0.98,0.9933333333333332,4.5369127516778525,3.0,376.8466666666667,0.0
test,30,10,online,all,600,0.965,0.9933333333333332,6.617449664429531,4.0,372.885,0.0283333333333333
test,30,10,online,multi-hop,300,0.97,0.9933333333333332,5.885906040268456,4.0,370.53333333333336,0.0233333333333333
test,30,10,online,semantic,150,0.94,0.9933333333333332,10.100671140939598,5.0,373.62666666666667,0.0533333333333333
test,30,10,online,structural,150,0.98,0.9933333333333332,4.597315436241611,3.0,376.8466666666667,0.0133333333333333
test,30,10,semantic_only,all,600,0.805,0.9033333333333332,5.282287822878229,3.0,38.986666666666665,0.0
test,30,10,semantic_only,multi-hop,300,0.84,0.92,5.278985507246377,3.0,38.75666666666667,0.0
test,30,10,semantic_only,semantic,150,0.86,0.94,3.978723404255319,2.0,39.06666666666667,0.0
test,30,10,semantic_only,structural,150,0.68,0.8333333333333334,6.76,4.0,39.36666666666667,0.0
test,30,10,structure,all,600,0.8966666666666666,0.9066666666666666,4.075367647058823,4.0,39.056666666666665,0.0
test,30,10,structure,multi-hop,300,0.92,0.92,4.043478260869565,4.0,38.82666666666667,0.0
test,30,10,structure,semantic,150,0.94,0.94,3.879432624113475,4.0,39.16,0.0
test,30,10,structure,structural,150,0.8066666666666666,0.8466666666666667,4.362204724409449,3.0,39.41333333333333,0.0
test,30,10,two_hop,all,600,0.905,0.9933333333333332,11.666107382550337,4.0,372.885,0.0
test,30,10,two_hop,multi-hop,300,0.9266666666666666,0.9933333333333332,8.822147651006711,4.0,370.53333333333336,0.0
test,30,10,two_hop,semantic,150,0.8733333333333333,0.9933333333333332,10.335570469798656,5.0,373.62666666666667,0.0
test,30,10,two_hop,structural,150,0.8933333333333333,0.9933333333333332,18.684563758389263,3.0,376.8466666666667,0.0
test,30,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,30,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,30,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,30,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,30,16,offline,all,600,0.9816666666666668,0.9933333333333332,6.595637583892618,4.0,372.885,0.0
test,30,16,offline,multi-hop,300,0.9866666666666668,0.9933333333333332,5.89261744966443,4.0,370.53333333333336,0.0
test,30,16,offline,semantic,150,0.9666666666666668,0.9933333333333332,10.060402684563758,5.0,373.62666666666667,0.0
test,30,16,offline,structural,150,0.9866666666666668,0.9933333333333332,4.5369127516778525,3.0,376.8466666666667,0.0
test,30,16,online,all,600,0.9816666666666668,0.9933333333333332,6.605704697986577,4.0,372.885,0.0116666666666666
test,30,16,online,multi-hop,300,0.9866666666666668,0.9933333333333332,5.882550335570469,4.0,370.53333333333336,0.0066666666666666
test,30,16,online,semantic,150,0.9666666666666668,0.9933333333333332,10.093959731543624,5.0,373.62666666666667,0.0266666666666666
test,30,16,online,structural,150,0.9866666666666668,0.9933333333333332,4.563758389261745,3.0,376.8466666666667,0.0066666666666666
test,30,16,semantic_only,all,600,0.8533333333333334,0.9033333333333332,5.282287822878229,3.0,38.986666666666665,0.0
test,30,16,semantic_only,multi-hop,300,0.8833333333333333,0.92,5.278985507246377,3.0,38.75666666666667,0.0
test,30,16,semantic_only,semantic,150,0.9,0.94,3.978723404255319,2.0,39.06666666666667,0.0
test,30,16,semantic_only,structural,150,0.7466666666666667,0.8333333333333334,6.76,4.0,39.36666666666667,0.0
test,30,16,structure,all,600,0.9033333333333332,0.9066666666666666,4.075367647058823,4.0,39.056666666666665,0.0
test,30,16,structure,multi-hop,300,0.92,0.92,4.043478260869565,4.0,38.82666666666667,0.0
test,30,16,structure,semantic,150,0.94,0.94,3.879432624113475,4.0,39.16,0.0
test,30,16,structure,structural,150,0.8333333333333334,0.8466666666666667,4.362204724409449,3.0,39.41333333333333,0.0
test,30,16,two_hop,all,600,0.9316666666666666,0.9933333333333332,11.666107382550337,4.0,372.885,0.0
test,30,16,two_hop,multi-hop,300,0.9566666666666668,0.9933333333333332,8.822147651006711,4.0,370.53333333333336,0.0
test,30,16,two_hop,semantic,150,0.9,0.9933333333333332,10.335570469798656,5.0,373.62666666666667,0.0
test,30,16,two_hop,structural,150,0.9133333333333332,0.9933333333333332,18.684563758389263,3.0,376.8466666666667,0.0
